headword,pos,CEFR,CoreInventory 1,CoreInventory 2,Threshold
walker,noun,B2,,,
wallboard,noun,B2,,,
walnut,noun,B2,,,
want,noun,B2,,,
warship,noun,B2,"News, lifestyles and current affairs",,
wartime,noun,B2,"News, lifestyles and current affairs",,
wasp,noun,B2,,,
water,verb,B2,,,
waterproof,adjective,B2,,,
weaken,verb,B2,,,
weakly,adverb,B2,,,
wealthy,adjective,B2,,,
wearisome,adjective,B2,,,
weary,adjective,B2,,,
weave,noun,B2,,,
wed,verb,B2,,,
weed,noun,B2,,,
welcome,noun,B2,,,
welfare,noun,B2,,,Services
well-balanced,adjective,B2,,,
well-built,adjective,B2,,,
well-organised,adjective,B2,,,
well-organized,adjective,B2,,,
well-paid,adjective,B2,,,
western,adjective,B2,,,
wheat,noun,B2,,,Food and drink
whereas,conjunction,B2,,,
whichever,pronoun,B2,,,
whip,verb,B2,,,
whiskey,noun,B2,,,Food and drink
whisky,noun,B2,,,Food and drink
whisper,verb,B2,,,
whistle,verb,B2,,,
widen,verb,B2,,,
widow,noun,B2,,,Personal identification
width,noun,B2,,,
wilderness,noun,B2,,,
will,noun,B2,,,
willing,adjective,B2,,,
willingly,adverb,B2,,,
win,noun,B2,,,
wind,verb,B2,,,
winding,adjective,B2,,,
windshield,noun,B2,Objects and rooms,,"House and home, environment"
wink,noun,B2,,,
wipe,verb,B2,,,
wire,verb,B2,,,
wit,noun,B2,Education,,
withdraw,verb,B2,,,
withdrawal,noun,B2,,,
witness,noun,B2,,,
witty,adjective,B2,,,
wolf,noun,B2,,,
wondrous,adjective,B2,,,
woodcarving,noun,B2,Arts,,"Free time, entertainment"
wordlessly,adverb,B2,,,
workaholic,adjective,B2,,,
workbench,noun,B2,Objects and rooms,,"House and home, environment"
workman,noun,B2,Work and jobs,,Personal identification
worktable,noun,B2,Objects and rooms,,"House and home, environment"
worldly,adjective,B2,,,
worldview,noun,B2,,,
worldwide,adjective,B2,,,
worm,noun,B2,,,
worn out,adjective,B2,,,
wornout,adjective,B2,,,
worn-out,adjective,B2,,,
worrying,adjective,B2,,,
worse,noun,B2,,,
worsen,verb,B2,,,
worship,noun,B2,"News, lifestyles and current affairs",,
worst,adverb,B2,,,
worthless,adjective,B2,,,
wound,verb,B2,,,
wreck,noun,B2,,,
wrongly,adverb,B2,,,
X-ray,noun,B2,,,
yacht,noun,B2,,,Travel
yawn,noun,B2,,,
yawn,verb,B2,,,
yearn,verb,B2,,,
yell,verb,B2,,,
yield,verb,B2,,,
youthful,adjective,B2,,,
yummy,adjective,B2,,,
zebra,noun,B2,,,
zip,noun,B2,,,
zoom,noun,B2,,,
